episodio,passo,tempo_s,x,y,vx,vy,speed,score,bolas_restantes,luzes,mult,acao_esq,acao_dir,flip_esq,flip_dir,rel_esq_x,rel_esq_y,rel_dir_x,rel_dir_y,tela_x,tela_y
22,27160,686.5,2.466,11.3311,-0.0067,0.106,0.1063,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.732,4.955,-0.732,133,368
22,27164,686.6,2.4619,11.3344,-0.1233,0.1964,0.2319,10250,3,7,0,1,1,1.0,1.0,-0.027,-0.729,4.951,-0.729,133,368
22,27168,686.7,2.4659,11.3316,0.1437,0.0071,0.1438,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.731,4.955,-0.731,133,368
22,27172,686.8,2.466,11.3311,-0.0067,0.106,0.1062,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.732,4.955,-0.732,133,368
22,27176,686.9,2.4619,11.3344,-0.1234,0.1964,0.232,10250,3,7,0,1,1,1.0,1.0,-0.027,-0.729,4.951,-0.729,133,368
22,27180,687.0,2.4659,11.3316,0.1439,0.0068,0.144,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.731,4.955,-0.731,133,368
22,27184,687.1,2.466,11.3311,-0.0068,0.1061,0.1063,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.732,4.955,-0.732,133,368
22,27188,687.2,2.4619,11.3344,-0.1232,0.1964,0.2318,10250,3,7,0,1,1,1.0,1.0,-0.027,-0.729,4.951,-0.729,133,368
22,27192,687.3,2.4659,11.3316,0.1439,0.007,0.144,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.731,4.955,-0.731,133,368
22,27196,687.4,2.466,11.3311,-0.0067,0.1061,0.1063,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.732,4.955,-0.732,133,368
22,27200,687.5,2.4619,11.3344,-0.123,0.1963,0.2317,10250,3,7,0,1,1,1.0,1.0,-0.027,-0.729,4.951,-0.729,133,368
22,27204,687.6,2.4659,11.3316,0.1442,0.007,0.1444,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.731,4.955,-0.731,133,368
22,27208,687.7,2.466,11.3311,-0.0068,0.1064,0.1066,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.732,4.955,-0.732,133,368
22,27212,687.8,2.4619,11.3344,-0.1231,0.1963,0.2317,10250,3,7,0,1,1,1.0,1.0,-0.027,-0.729,4.951,-0.729,133,368
22,27216,687.9,2.4659,11.3316,0.1437,0.007,0.1438,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.731,4.955,-0.731,133,368
22,27220,688.0,2.466,11.3311,-0.0068,0.1062,0.1064,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.732,4.955,-0.732,133,368
22,27224,688.1,2.4619,11.3344,-0.1229,0.1963,0.2316,10250,3,7,0,1,1,1.0,1.0,-0.027,-0.729,4.951,-0.729,133,368
22,27228,688.2,2.4659,11.3316,0.1437,0.0068,0.1439,10250,3,7,0,1,1,1.0,1.0,-0.023,-0.731,4.955,-0.731,133,368
